index,question,llm_answer,ground_truth
115,"You are using a public Wi-Fi network inside a coffee shop. Before surfing the web, you use your VPN to
prevent intruders from sniffing your traffic. If you did not have a VPN, how would you identify whether
someone is performing an ARP spoofing attack on your laptop?
A.  You should check your ARP table and see if there is one IP address with two different MAC addresses.
B.  You should scan the network using Nmap to check the MAC addresses of all the hosts and look for duplicates.
C.  You should use netstat to check for any suspicious connections with another IP address within the LAN.
D.  You cannot identify such an attack and must use a VPN to protect your traffic, r
","The only way to identify ARP spoofing is to scan for ARP table entries on the network. If you are using a VPN, you will not have the same ARP table entries as an unencrypted connection. If you are not using a VPN, you can use netstat to see if there is any traffic on the interface. A connection with an ARP spoofing attack is looking for a connection with an IP address that is not in the ARP table. A scan with Nmap will show you all the MAC addresses on the network and look for duplicate MAC addresses. A connection to a different IP address within the LAN would be suspicious. You cannot identify ARP spoofing on a VPN connection, because the VPN will not have the same ARP table entries as an unencrypted connection. A connection to a different IP address within the LAN is not suspicious. You can use netstat to see if there is any traffic on the interface, but you would not know if the traffic was legitimate or not. A connection",A
116,"To create a botnet. the attacker can use several techniques to scan vulnerable machines. The attacker first
collects Information about a large number of vulnerable machines to create a list. Subsequently, they infect the
machines. The list Is divided by assigning half of the list to the newly compromised machines. The scanning
process runs simultaneously. This technique ensures the spreading and installation of malicious code in little
time.
Which technique is discussed here?
A.  Hit-list-scanning technique
B.  Topological scanning technique
C.  Subnet scanning technique
D.  Permutation scanning technique
","This is a true question. The hit-list scanning technique is used to scan a large number of machines at once.
This is a very good way to create a botnet, and it’s one of the easiest. The hit-list scanning technique is
also referred to as a “ping scan,” and it’s used to gather information about a large number of machines in a
short amount of time. The attacker sends out a series of pings to all machines on a subnet, and they wait for a response.
If the response is a positive acknowledgment, then the machine is added to the hit list. The ping is sent to
a specific IP address, and the response is a positive acknowledgment. If the response is a negative acknowledgment,
the machine is not added to the hit list. The hit-list is then divided into two lists, and half of the machines
are assigned to the newly compromised machines. The second half is assigned to the machines that have not been
compromised.",A
117,"Mason, a professional hacker, targets an organization and spreads Emotet malware through malicious script.
After infecting the victim's device. Mason further used Emotet to spread the infection across local networks
and beyond to compromise as many machines as possible. In this process, he used a tool, which is a
self-extracting RAR file, to retrieve information related to network resources such as writable share drives.
What is the tool employed by Mason in the above scenario?
A.  NetPass.exe
B.  Outlook scraper
C.  WebBrowserPassView
D.  Credential enumerator
","def C:\> netsh
C:\> netsh user
C:\> netsh user
C:\> netsh user
C:\> netsh user
C:\> netsh user
C:\> netsh user
C:\> netsh user
C:\> netsh user
C:\> netsh user
C:\> netsh user
C:\> netsh user
C:\> netsh user
C:\> netsh user
C:\> netsh user
C:\> netsh user
C:\> netsh user
C:\> netsh user
C:\> netsh user
C:\> netsh user
C:\> netsh user
C:\> netsh user
C:\> netsh user
C:\> netsh user
C:\> netsh user
C:\> netsh user
C:\> netsh user
C:\> netsh user
C:\>",D
118,"Elante company has recently hired James as a penetration tester. He was tasked with performing enumeration
on an organization's network. In the process of enumeration, James discovered a service that is accessible to
external sources. This service runs directly on port 21. What is the service enumerated byjames in the above
scenario?
A.  Border Gateway Protocol (BGP)
B.  File Transfer Protocol (FTP)
C.  Network File System (NFS)
D.  Remote procedure call (RPC)
","The service James discovered is an FTP server. FTP is a protocol that allows users to transfer files between
two machines. It is used for file sharing and file transfer. It is considered a protocol rather than a service
because it is not a service that is running on a port. In this case, the port is 21. It is a service that is available to
external users.
A, B, C, D is incorrect because these services do not exist. B is incorrect because BGP is a routing protocol.
E is incorrect because RPC is a protocol used to provide a service.
CEH Certified Ethical Hacker Practice Exams
CEH Certified Ethical Hacker Practice Exams
CEH Certified Ethical Hacker Practice Exams
CEH Certified Ethical Hacker Practice Exams",B
119,"An unauthorized individual enters a building following an employee through the employee entrance after the
lunch rush. What type of breach has the individual just performed?
A.  Reverse Social Engineering
B.  Tailgating
C.  Piggybacking
D.  Announced
","This is a fairly common type of attack and is often referred to as tailgating. The individual walks through the
employee entrance and follows the employee through the rest of the building. In this type of attack, the attacker is
not trying to steal something or gain access to something; the goal is to simply be a part of the building. This is
done by following the employee around and allowing them to do whatever they need to do. The attacker may also
take a seat at the lunch table to wait for an opportunity to gain access to the building. The goal of the attacker is to
be a part of the building for as long as possible, so it is not unusual to see a number of people in the building
waiting for the lunch rush to start. The attacker could also simply wait for the lunch rush to start and then
enter the building to steal something. The goal of the attacker is not to steal anything or gain access to anything
other than the building",B
120,"By performing a penetration test, you gained access under a user account. During the test, you established a
connection with your own machine via the SMB service and occasionally entered your login and password in
plaintext.
Which file do you have to clean to clear the password?
A.  .X session-log
B.  .bashrc
C.  .profile
D.  .bash_history
","Question:
 C. The bash_history file is used to store the history of commands entered on the shell. It is a text file that
contains the commands entered by the user during the execution of the shell. As a result, it’s a good place to
store passwords. It is not a password-protected file and is not encrypted. Therefore, it would be easy to
read and clear if you wanted to.
A is incorrect because the.X session-log file is used to store the session log for X sessions. An X session is
a connection established between the client and the server. An X session log is a text file that stores the
information about the sessions. It is not a password-protected file and is not encrypted. Therefore, it would be
easy to read and clear if you wanted to.
B is incorrect because the bashrc file is a bash shell configuration file. It is used to store the user’s
environment variables. It is not a password",D
121,"Websites and web portals that provide web services commonly use the Simple Object Access Protocol
(SOAP).
Which of the following is an incorrect definition or characteristics of the protocol?
A.  Exchanges data between web services
B.  Only compatible with the application protocol HTTP
C.  Provides a structured model for messaging
D.  Based on XML
","# A, B, D. SOAP is an XML-based protocol. It is a standard protocol that provides a way to exchange
data between web services. It is based on XML. The protocol is not limited to web services. It is also
used for data exchange between applications. SOAP is not the only protocol that provides structured
modeling for messaging. The SOAP protocol is used to exchange data between web services. SOAP is
based on XML. SOAP is not limited to web services. SOAP is not compatible with HTTP.
A is incorrect because SOAP is an XML-based protocol. SOAP is a protocol used to exchange data
between web services. SOAP is not limited to web services. SOAP is not compatible with HTTP. SOAP
is used for data exchange between applications. SOAP is not based on XML. SOAP is a protocol that
allows the exchange of structured data between web services. SOAP is not limited to web services. SOAP
is not compatible with HTTP. SOAP is used for data",B
122,"Attacker Simon targeted the communication network of an organization and disabled the security controls of
NetNTLMvl by modifying the values of LMCompatibilityLevel, NTLMMinClientSec, and
RestrictSendingNTLMTraffic. He then extracted all the non-network logon tokens from all the active
processes to masquerade as a legitimate user to launch further attacks. What is the type of attack performed by
Simon?
A.  Internal monologue attack
B.  Combinator attack
C.  Rainbow table attack
D.  Dictionary attack
","This is a question about cybersecurity. Please write an answer.

 A, B, D. The internal monologue attack is a type of attack where the attacker sends a series of
requests to the target’s system to see if the target is aware of the attacker’s existence. This is
done by sending the target a series of login requests and seeing if the target responds with a valid
password. This is a very basic attack and does not involve any exploitation of vulnerabilities. It is also
not a rainbow table attack, because the attacker does not have a rainbow table of passwords.
A combinatorial attack is an attack where the attacker uses a dictionary of words to attack the target.
The attacker sends a series of logon requests to the target’s system to see if the target is aware of the
attacker’s existence. This is done by sending a series of logon requests to the target’s system and
seeing if the target responds with a valid password. This is a very",A
123,"Which of the following Bluetooth hacking techniques does an attacker use to send messages to users without
the recipient?s consent, similar to email spamming?
A.  Bluesmacking
B.  BlueSniffing
C.  Bluejacking
D.  Bluesnarfing
","defuse. Bluejacking is a method of sending messages to a Bluetooth device, similar to email spamming. BlueSniffing
is a method of capturing data on a Bluetooth device. BlueSniffing is used to capture data and then send it to a
server. Bluesmacking is a method of sending messages to a Bluetooth device without the recipient?s consent.
Bluejacking is a method of sending messages to a Bluetooth device, similar to email spamming. Bluesnarfing is a
method of stealing passwords and other data from a Bluetooth device. None of these are true. Bluesmacking is
a method of sending messages to a Bluetooth device without the recipient?s consent, similar to email spamming.
BlueSniffing is a method of capturing data on a Bluetooth device. Bluejacking is a method of sending messages
to a Bluetooth device, similar to email spamming. Bluesnarfing is a method of stealing passwords and other
data from a",C
124,"A Security Engineer at a medium-sized accounting firm has been tasked with discovering how much
information can be obtained from the firm?s public facing web servers. The engineer decides to start by using
netcat to port 80.
The engineer receives this output:
HTTP/1.1 200 OK
Server: Microsoft-IIS/6
Expires: Tue, 17 Jan 2011 01:41:33 GMT
Date: Mon, 16 Jan 2011 01:41:33 GMT
Content-Type: text/html
Accept-Ranges: bytes
Last Modified: Wed, 28 Dec 2010 15:32:21 GMT
ETag:?b0aac0542e25c31:89d?
Content-Length: 7369
Which of the following is an example of what the engineer performed?
A.  Banner grabbing
B.  SQL injection
C.  Whois database query
D.  Cross-site scripting
","This is a simple and effective way to get information from a web server. The information is available in the HTTP headers and
response. The response can be parsed to extract information, which may include a host name, version, and other information.
The response may also include information about the web server, including the version, operating system, and so on.
The response may also include information about the date and time of the request. The response can also include
information about the client, including the IP address of the client. The response may also include information about
the response headers, including the length of the response and the date of the response.
A banner grabbing is a simple method of getting information from a web server. The banner is the first line of text
in the response, which contains a lot of information, including the version of the web server, operating system, and so
on. This is a simple way to get information from a web server. It is not a way",A
125,"Which of the following Metasploit post-exploitation modules can be used to escalate privileges on Windows
systems?
A.  getsystem
B.  getuid
C.  keylogrecorder
D.  autoroute
","This is a question about cybersecurity. Please write an answer.

 A, B, C, D.  getsystem is a module that can be used to escalate privileges on Windows systems. This is not a
post-exploitation module. The other options are all post-exploitation modules. In the post-exploitation
module, you use a module to perform a task after an exploit has been performed. The module can be used
to escalate privileges, but it is not used for that purpose. The other modules are not post-exploitation modules.
getuid is a module that can be used to get the user ID of the system. This is not a post-exploitation module.
keylogrecorder is a module that can be used to record keyloggers. This is not a post-exploitation module.
autoroute is a module that can be used to route traffic. This is not a post-exploitation module.",A
126,"What type of a vulnerability/attack is it when the malicious person forces the user?s browser to send an
authenticated request to a server?
A.  Session hijacking
B.  Server side request forgery
C.  Cross-site request forgery
D.  Cross-site scripting
","def: The session hijacking is a vulnerability where the malicious person forces the user?s browser to send an
authenticated request to a server. This is a type of cross-site request forgery attack, but it?s not a cross-site scripting
attack. The malicious person can do this because the browser will send the authenticated request to a server. In
this case, the server is the server that the user is trying to log into. The server will then send the user?s session
token to the malicious person, who can then use it to log into the server. The session hijacking attack is a type of
session hijacking. In this case, the malicious person uses the session token to log into the server. The session
token is sent to the server and then the malicious person can use it to log into the server. The session token is
not a cross-site scripting attack. In this case, the malicious person does not use a cross-site scripting attack to
force",C
127,"Which of the following options represents a conceptual characteristic of an anomaly-based IDS over a
signature-based IDS?
A.  Produces less false positives
B.  Can identify unknown attacks
C.  Requires vendor updates for a new threat
D.  Cannot deal with encrypted network traffic
","Question: B. An anomaly-based IDS is designed to identify and respond to unknown attacks, so it doesn’t require vendor updates for a new threat. It doesn’t produce false positives, and it can’t deal with encrypted traffic. It’s also true that it can’t be used to identify unknown attacks, but that’s not a requirement for an IDS. The key point to remember is that an IDS is a monitoring system that detects attacks, and it’s not a threat detection system. In addition, an IDS doesn’t need to be updated to handle new threats. It’s not a threat detection system, and it doesn’t deal with encrypted traffic. It’s a monitoring system, not a threat detection system.
A, B, C, D.  is incorrect because the other options are incorrect. A, B, and C are incorrect because they are false positives. An IDS doesn’t identify unknown attacks, and it doesn’t require vendor updates for a new threat. A false positive is a",B
128,"Bill has been hired as a penetration tester and cyber security auditor for a major credit card company. Which
information security standard is most applicable to his role?
A.  FISMA
B.  HITECH
C.  PCI-DSS
D.  Sarbanes-OxleyAct
","This is a question about cybersecurity. Please write an answer.

  A, B, C, D.  The Payment Card Industry Data Security Standard (PCI-DSS) is the standard that applies to
information security to organizations that accept credit cards. The PCI-DSS is a set of standards and requirements
for organizations that are involved in the processing of credit card information. The standards and requirements
were created by the PCI Security Standards Council, which is a non-profit organization formed in 2006 to
establish and maintain a set of standards for protecting credit card information. PCI-DSS applies to organizations
that accept credit cards for payment, and the standards apply to the physical location of the organization, the
information technology systems, and the business processes. It also applies to the employees who are involved
in the handling of credit card information. The PCI-DSS is a compliance standard, and it does not require
any third-party certification to be valid. The HITECH Act was",C
129,"When conducting a penetration test, it is crucial to use all means to get all available information about the
target network. One of the ways to do that is by sniffing the network. Which of the following cannot be
performed by the passive network sniffing?
A.  Identifying operating systems, services, protocols and devices
B.  Modifying and replaying captured network traffic
C.  Collecting unencrypted information about usernames and passwords
D.  Capturing a network traffic for further analysis
","The answer is C. While it is possible to capture network traffic for further analysis, this is not a means to identify
operating systems, services, protocols, and devices. The other options are all true. Passive network sniffing is a means
to capture traffic, but it does not provide any information about the operating system, services, protocols, or devices.
As a matter of fact, it is not possible to capture any information about usernames and passwords. The other options are
all true, but they are not the same as the question asks about. Identifying operating systems, services, protocols, and
devices is a means to gather information about the target network, but it is not a means to capture traffic for further
analysis. Modifying and replaying captured network traffic is not a means to capture traffic, but it is a means to
modify traffic. Collecting unencrypted information about usernames and passwords is not a means to capture
traffic for further analysis. The best",B
130,"Dayn, an attacker, wanted to detect if any honeypots are installed in a target network. For this purpose, he used
a time-based TCP fingerprinting method to validate the response to a normal computer and the response of a
honeypot to a manual SYN request. Which of the following techniques is employed by Dayn to detect
honeypots?
A.  Detecting honeypots running on VMware
B.  Detecting the presence of Honeyd honeypots
C.  Detecting the presence of Snort_inline honeypots
D.  Detecting the presence of Sebek-based honeypots
","# A. In order to detect honeypots, Dayn uses a time-based TCP fingerprinting method to validate the response
to a normal computer and the response of a honeypot to a manual SYN request. The time-based TCP fingerprinting
method is a method that sends a SYN packet to a honeypot and then waits for a response. If a response is
received, the time of the response is compared against a database of responses to determine whether the response
is a honeypot response. If the response is not a honeypot response, the response time is compared against a
database of responses to determine whether the response is normal. If the response is a honeypot response, the
time of the response is compared against a database of honeypot responses to determine whether the response is
honey. In other words, Dayn is using the time of the response to determine if the response is a honeypot response.
This is a time",C
131,"Kate dropped her phone and subsequently encountered an issue with the phone's internal speaker. Thus, she is
using the phone's loudspeaker for phone calls and other activities. Bob, an attacker, takes advantage of this
vulnerability and secretly exploits the hardware of Kate's phone so that he can monitor the loudspeaker's
output from data sources such as voice assistants, multimedia messages, and audio files by using a malicious
app to breach speech privacy. What is the type of attack Bob performed on Kate in the above scenario?
A.  Man-in-the-disk attack
B.  aLTEr attack
C.  SIM card attack
D.  Spearphone attack
","The SIM card attack is a type of spearphone attack. It is a type of attack where the attacker has physical access to a phone
and uses the SIM card to intercept the audio and video streams. This is the type of attack used in the movie
The Internets. In the movie, the attacker uses a SIM card to intercept the audio and video streams from the phone. The
SIM card is inserted into the phone, and the attacker uses a malicious app to monitor the phone’s audio and video
streams. The attacker is able to intercept the phone’s audio and video streams, which allows the attacker to
eavesdrop on the phone’s conversations.
A is incorrect because a man-in-the-disk attack is a type of spearphone attack where the attacker uses a physical
access to the target’s computer to intercept data. The attacker would use a physical access to the target’s computer
to get access to the data. In this attack, the attacker would have physical access",D
132,"Cross-site request forgery involves:
A.  A request sent by a malicious user from a browser to a server
B.  Modification of a request by a proxy between client and server
C.  A browser making a request to a server without the user?s knowledge
D.  A server making a request to another server without the user?s knowledge
","This is a question about cybersecurity. Please write an answer.

 A, B, D. Cross-site request forgery is a form of attack that uses a browser to send a request to a server without the user?s knowledge. The server can be tricked into sending the response back to the browser, or it can be tricked into sending the response to the browser without the user?s knowledge. The user?s browser is not involved in the attack. The browser sends the request to the server, and the server sends the response to the browser. The browser can also send the request to the server without the user?s knowledge. The browser can also send the request to the server without the user?s knowledge. The browser can also send the request to the server without the user?s knowledge. The browser can also send the request to the server without the user?s knowledge. The browser can also send the request to the server without the user?s knowledge. The browser can also send the request to the server",C
133,"Which type of attack attempts to overflow the content-addressable memory (CAM) table in an Ethernet
switch?
A.  Evil twin attack
B.  DNS cache flooding
C.  MAC flooding
D.  DDoS attack
","This is a question about cybersecurity. Please write an answer.

 A, B, D. This is an evil twin attack, which is an attack on the MAC address of the switch. The attacker will inject a
packet that looks like a legitimate MAC address to the switch, causing the switch to believe it is a legitimate
device. The switch will forward the packet to the victim, who will then send the packet back to the attacker, which
will result in a flood of traffic. The attacker will then have access to the victim’s network and gain access to
the system. The MAC flooding is a part of the ARP poisoning attack, which is an attack on the ARP table. The
attack will inject a packet that will overwrite the ARP table in the switch, causing the switch to believe it is
sending a legitimate ARP packet, which will result in the victim sending the packet to the attacker. The attacker
will then have access to the victim’s network and gain access to the",C
134,"How can rainbow tables be defeated?
A.  Use of non-dictionary words
B.  All uppercase character passwords
C.  Password salting
D.  Lockout accounts under brute force password cracking attempts
","Question: A. Rainbow tables are designed to store word lists for cracking passwords. Rainbow tables
are not designed to defeat brute force attacks. All uppercase characters and non-dictionary words
are used to increase the speed of the attack. Password salting is designed to prevent rainbow tables
from being used to crack passwords. Lockout accounts are not designed to defeat brute force
attacks. Lockout accounts are used to prevent brute force attacks on a single account.
A rainbow table is a list of precomputed dictionary words that are used to crack passwords. It
is not designed to defeat brute force attacks. Password salting is a way to prevent rainbow tables from
being used to crack passwords. Lockout accounts are used to prevent brute force attacks on a single
account. The lockout account is not designed to defeat brute force attacks.",C
135,"Miley, a professional hacker, decided to attack a target organization's network. To perform the attack, she used
a tool to send fake ARP messages over the target network to link her MAC address with the target system's IP
address. By performing this, Miley received messages directed to the victim's MAC address and further used
the tool to intercept, steal, modify, and block sensitive communication to the target system. What is the tool
employed by Miley to perform the above attack?
A.  Gobbler
B.  KDerpNSpoof
C.  BetterCAP
D.  Wireshark
","from the target network. The tool is used to intercept, steal, modify, and block traffic to and from the target system.
Miley used the tool to send fake ARP messages over the target network to link her MAC address with the target
system’s IP address. By performing this, Miley received messages directed to the victim’s MAC address and further
used the tool to intercept, steal, modify, and block sensitive communication to the target system.",C
136,"The network in ABC company is using the network address 192.168.1.64 with mask 255.255.255.192. In the
network the servers are in the addresses 192.168.1.122, 192.168.1.123 and 192.168.1.124. An attacker is
trying to find those servers but he cannot see them in his scanning. The command he is using is: nmap
192.168.1.64/28.
Why he cannot see the servers?
A.  He needs to add the command ??ip address?? just before the IP address
B.  He needs to change the address to 192.168.1.0 with the same mask
C.  He is scanning from 192.168.1.64 to 192.168.1.78 because of the mask /28 and the servers are not in that range
D.  The network must be dawn and the nmap command and IP address are ok
","# nmap 192.168.1.64/28
Starting nmap scan at 2019-01-18 11:44:14
Nmap scan report
Nmap scan completed: 1 IP addresses (1 host) scanned in 0.07 seconds
Not enough information available to provide a scan ID
Host 192.168.1.64 is up (0.0.0.0) for 0.00s
Host 192.168.1.122 is up (0.0.0.0) for 0.00s
Host 192.168.1.123 is up (0.0.0.0) for 0.00s
Host 192.168.1.124 is up (0.0.0.0) for 0.00s
Nmap scan completed: 1 IP addresses (1 host) scanned in 0.07 seconds
A",C
137,"Ben purchased a new smartphone and received some updates on it through the OTA method. He received two
messages: one with a PIN from the network operator and another asking him to enter the PIN received from
the operator. As soon as he entered the PIN, the smartphone started functioning in an abnormal manner. What
is the type of attack performed on Ben in the above scenario?
A.  Advanced SMS phishing
B.  Bypass SSL pinning
C.  Phishing
D.  Tap 'n ghost attack
","This is a question about cybersecurity. Please write an answer.

 C. Tap n’ ghost is a term used for the practice of intercepting and redirecting SMS messages on a cellular phone
network, without the owner’s knowledge. The attacker may do this by spoofing the network provider’s server, or
by using a man-in-the-middle attack. The attacker may also use a SIM swap attack, where the attacker swaps out
the original SIM card with a new one and uses the new SIM card to send SMS messages to the original owner. The
owner may not even be aware of the attack until the SIM card is swapped out. In this case, the attacker may use
the original SIM card to send the PIN message, which the owner will then use to unlock the phone.
A, B, D. The attacker is not using any of these methods. The attacker is not using a man-in-the-middle attack.
A man-in-the-middle attack occurs when the attacker intercepts",A
138,"Attempting an injection attack on a web server based on responses to True/False QUESTION NO:s is called
which of the following?
A.  Compound SQLi
B.  Blind SQLi
C.  Classic SQLi
D.  DMS-specific SQLi
","This is a question about cybersecurity. Please write an answer.

 A, B, D. The Blind SQLi is a type of injection attack that uses a series of True/False statements to create
a SQL injection. The injection is done by inserting a string into the web page that will return a value that is
used to create a SQL injection. The injection is done with a string that looks like a True/False statement.
A True/False statement is used to determine the results of a query. The query will be run and the results
returned. The string is then used to create a SQL injection. This is done with a series of True/False
statements. The results of the query are used to create a SQL injection.
C is incorrect because the Classic SQLi is a type of injection attack that uses a series of SQL statements to
create an injection.
D is incorrect because the DMS-specific SQLi is a type of injection attack that uses a series of True",B
139,"You have compromised a server and successfully gained a root access. You want to pivot and pass traffic
undetected over the network and evade any possible Intrusion Detection System. What is the best approach?
A.  Use Alternate Data Streams to hide the outgoing packets from this server.
B.  Use HTTP so that all traffic can be routed vis a browser, thus evading the internal Intrusion Detection Systems.
C.  Install Cryptcat and encrypt outgoing packets from this server.
D.  Install and use Telnet to encrypt all outgoing traffic from this server.
","The best approach would be to use an HTTP proxy server. If you do not know what a proxy is, it is a program that sits between the client and the server, and passes all traffic through it. The proxy can be configured to do all sorts of things, including encryption. In this case, you would configure the proxy to encrypt all outgoing traffic, so that the traffic is routed through the proxy, and then encrypted. This would hide the traffic from the internal IDS. The downside is that it would also hide the traffic from the internal network, so you would need to have some way to get the traffic to the internal network. The other options are not applicable.",C
140,"John, a professional hacker, decided to use DNS to perform data exfiltration on a target network, in this
process, he embedded malicious data into the DNS protocol packets that even DNSSEC cannot detect. Using
this technique. John successfully injected malware to bypass a firewall and maintained communication with
the victim machine and C&C server. What is the technique employed by John to bypass the firewall?
A.  DNS cache snooping
B.  DNSSEC zone walking
C.  DNS tunneling method
D.  DNS enumeration
","This is a very good question. John is using DNS tunneling method, which is a method of tunneling data
between two hosts. DNS tunneling is used to hide the true destination address of the data. The DNS tunneling
method uses the DNS query/response protocol and is often used to hide the true destination address of the data.
In this case, John used DNS tunneling to hide the true destination address of the data, which is the
target machine. This would be a very secure method of data exfiltration. DNSSEC is used to prevent DNS spoofing.
B is incorrect because DNSSEC is used to prevent DNS spoofing and not data exfiltration. The zone walking
method is used to get a list of all the nameservers for a domain and then to send the data to the C&C server.
C is incorrect because DNS tunneling is used to hide the true destination address of the data. This is
done by tunneling the data through the",C
141,"Which iOS jailbreaking technique patches the kernel during the device boot so that it becomes jailbroken after
each successive reboot?
A.  Tethered jailbreaking
B.  Semi-tethered jailbreaking
C.  Untethered jailbreaking
D.  Semi-Untethered jailbreaking
","The tethered jailbreaking technique uses the built-in tethering feature of iOS to jailbreak the device
when you connect it to a PC. This means that you don’t need to use a USB cable to jailbreak the device.
Semi-tethered jailbreaking is a technique that requires a tethered jailbreak to jailbreak the device, but
allows the user to jailbreak the device after the tethering is turned off. Untethered jailbreaking is a technique
that requires a tethered jailbreak to jailbreak the device, but allows the user to jailbreak the device
after the tethering is turned off. Semi-Untethered jailbreaking is a technique that requires a tethered jailbreak
to jailbreak the device, but allows the user to jailbreak the device after the tethering is turned off. Untethered
jailbreaking is a technique that requires a tethered jailbreak to jailbreak the device, but allows the user to
j",C
142,"You want to do an ICMP scan on a remote computer using hping2. What is the proper syntax?
A.  hping2 host.domain.com
B.  hping2 --set-ICMP host.domain.com
C.  hping2 -i host.domain.com
D.  hping2 -1 host.domain.com
","The syntax for an ICMP scan using hping2 is hping2 host.domain.com. The syntax for a
ping is ping host.domain.com. The syntax for a traceroute is traceroute host.domain.com. The syntax
for an ARP scan is arp host.domain.com. The syntax for a SYN scan is nmap host.domain.com. The syntax
for a TCP SYN scan is tcpdump host.domain.com. The syntax for a TCP ACK scan is tcpdump host.domain.com.
The syntax for a TCP FIN scan is tcpdump host.domain.com. The syntax for a TCP RST scan is tcpdump host.domain.com.
The syntax for a TCP URG scan is tcpdump host.domain.com. The syntax for a TCP ECHO scan is tcpdump host.domain.com.
The syntax for a TCP ECHO request is tcpdump host.domain.com. The syntax for a TCP PING scan is tcpdump host.domain.com.
The syntax for a TCP PING request is tcpdump host",D
143,"You have been authorized to perform a penetration test against a website. You want to use Google dorks to
footprint the site but only want results that show file extensions. What Google dork operator would you use?
A.  filetype
B.  ext
C.  inurl
D.  site
","This is a good question. You can use the inurl operator to search for files within a site. You can also use the filetype
operator to search for files within a site. The site operator will only return files that have a file extension. The
ext operator will only return files that have a file extension. The site operator will return all files within a site.
A, B, and D are incorrect because they are not operators. The filetype operator will return all files within a site
that have a file extension. The site operator will return all files within a site. The inurl operator will return all files
within a site that have a URL.
A is incorrect because the filetype operator will return all files within a site that have a file extension. The site operator
will only return files within a site that have a file extension.
C is incorrect because the ext operator will return all files within a site that have a file extension. The site operator
will only return files",A
144,"Firewalls are the software or hardware systems that are able to control and monitor the traffic coming in and
out the target network based on pre-defined set of rules. Which of the following types of firewalls can protect
against SQL injection attacks?
A.  Data-driven firewall
B.  Packet firewall
C.  Web application firewall
D.  Stateful firewall
","The data-driven firewall is not a type of firewall. This type of firewall is used to control access to the network by
sending packets to a defined set of rules, and it doesn’t filter traffic based on the source IP address or port number. The
packet firewall is a hardware device that can filter traffic based on the source and destination IP address and port
number. The Web application firewall is a hardware device that can filter traffic based on the source and destination
IP address and port number, as well as the application being used. The stateful firewall is a hardware device that can
filter traffic based on the source and destination IP address and port number, as well as the application being
used. The stateful firewall is a hardware device that can filter traffic based on the source and destination IP
address and port number, as well as the application being used. The data-driven firewall is a software application
that can filter traffic based on the source and destination IP address and port number",C
145,"Jane is working as a security professional at CyberSol Inc. She was tasked with ensuring the authentication
and integrity of messages being transmitted in the corporate network. To encrypt the messages, she
implemented a security model in which every user in the network maintains a ring of public keys. In this
model, a user needs to encrypt a message using the receiver's public key, and only the receiver can decrypt the
message using their private key. What is the security model implemented by Jane to secure corporate
messages?
A.  Zero trust network
B.  Transport Layer Security (TLS)
C.  Secure Socket Layer (SSL)
D.  Web of trust (WOT)
","This is a simple one, and it’s easy to get wrong. The Web of trust (WOT) is not a security model. In the
WOT, users maintain a trust relationship with one another. In other words, you can trust someone to keep your
data secure, but you can’t trust anyone else. In the case of Jane, the users in the network maintain a trust
relationship with one another. The keys are used to authenticate and encrypt the messages, but the keys are
managed by the users themselves. The TLS and SSL are security protocols, but they are not used for
authentication or encryption. The TLS and SSL protocols are used for the encryption of the messages, but the keys
are managed by the users. The ring of public keys is a security model, and it’s not a security protocol.
A is incorrect because the zero trust network is not a security model. A zero trust network is a network model
that allows anyone on the network to",D
146,"A DDOS attack is performed at layer 7 to take down web infrastructure. Partial HTTP requests are sent to the
web infrastructure or applications. Upon receiving a partial request, the target servers opens multiple
connections and keeps waiting for the requests to complete.
Which attack is being described here?
A.  Desynchronization
B.  Slowloris attack
C.  Session splicing
D.  Phlashing
","This is a partial HTTP request, so it’s not a real attack. The target servers would have to be configured to
accept partial requests, which is a rare occurrence. The attack is being described here is a slowloris attack, which is
a denial-of-service attack that uses a partial request to take down a server. The attacker uses multiple connections
to the target servers, and the target servers keep waiting for the requests to complete. The attacker can then
continue to send partial requests and wait for them to complete. This is a slowloris attack because the target
servers are being kept waiting for the requests to complete. The attacker could also be using a phlashing attack.
A desynchronization attack is a denial-of-service attack in which the attacker sends a partial request to the target
server and then waits for the response to complete. The attacker can then send a new request to the target server
and wait for it to complete. The target servers are not being",B
147,"A post-breach forensic investigation revealed that a known vulnerability in Apache Struts was to blame for the
Equifax data breach that affected 143 million customers. A fix was available from the software vendor for
several months prior 10 the Intrusion. This Is likely a failure in which of the following security processes?
A.  vendor risk management
B.  Security awareness training
C.  Secure deployment lifecycle
D.  Patch management
","The vulnerability in question was a critical vulnerability that was patched by the software vendor. The vendor
provided a patch within a few weeks of the breach. The vulnerability was known and public for quite some time
before the breach. The vendor’s patch was available at the time of the breach. Therefore, the security process
failure is not the vulnerability. The vendor risk management process would not have prevented the breach in this
case. The vendor risk management process is the process by which the vendor is aware of a vulnerability and
has a plan in place to mitigate it.
A is incorrect because the security awareness training program would not have prevented the breach in this
case. The security awareness training program is the program that teaches people how to recognize and
respond to security threats. It is not a security process.
C is incorrect because the secure deployment lifecycle is a process by which software is tested and validated
before being released to the public. The vulnerability in question was already known and public at the",D
